entry_time,leaving_time,stand_id,worker_id
6/23/2021,1/24/2022,776,776
6/18/2021,8/12/2021,777,777
9/10/2021,11/27/2021,778,778
2/10/2022,11/26/2021,779,779
8/29/2021,6/6/2021,780,780
10/22/2021,1/3/2022,781,781
12/28/2021,9/1/2021,782,782
7/16/2021,3/21/2022,783,783
7/16/2021,7/2/2021,784,784
10/28/2021,1/26/2022,785,785
3/13/2022,11/12/2021,786,786
8/10/2021,11/4/2021,787,787
12/21/2021,3/24/2022,788,788
10/2/2021,7/29/2021,789,789
5/14/2021,3/1/2022,790,790
2/20/2022,3/18/2022,791,791
11/8/2021,12/21/2021,792,792
2/21/2022,9/10/2021,793,793
4/25/2021,9/19/2021,794,794
4/12/2022,1/16/2022,795,795
4/26/2021,11/23/2021,796,796
4/29/2021,7/16/2021,797,797
5/19/2021,1/13/2022,798,798
10/1/2021,6/8/2021,799,799
7/9/2021,6/25/2021,800,800
9/15/2021,1/12/2022,801,801
11/7/2021,4/17/2022,802,802
8/31/2021,7/1/2021,803,803
9/9/2021,3/23/2022,804,804
1/19/2022,1/13/2022,805,805
12/22/2021,3/14/2022,806,806
7/16/2021,3/18/2022,807,807
7/25/2021,6/13/2021,808,808
1/20/2022,2/24/2022,809,809
11/8/2021,1/21/2022,810,810
1/22/2022,3/19/2022,811,811
8/3/2021,4/13/2022,812,812
3/4/2022,10/9/2021,813,813
2/2/2022,1/9/2022,814,814
7/26/2021,3/19/2022,815,815
3/23/2022,12/30/2021,816,816
8/13/2021,12/21/2021,817,817
3/30/2022,8/21/2021,818,818
12/4/2021,4/4/2022,819,819
7/29/2021,5/19/2021,820,820
4/6/2022,5/7/2021,821,821
7/2/2021,8/7/2021,822,822
2/19/2022,7/2/2021,823,823
2/25/2022,12/20/2021,824,824
4/6/2022,8/28/2021,825,825
12/19/2021,12/13/2021,826,826
3/3/2022,5/1/2021,827,827
8/2/2021,3/16/2022,828,828
12/31/2021,11/10/2021,829,829
10/6/2021,4/17/2022,830,830
10/27/2021,12/6/2021,831,831
10/1/2021,12/3/2021,832,832
5/25/2021,2/17/2022,833,833
7/26/2021,8/16/2021,834,834
1/21/2022,5/11/2021,835,835
8/21/2021,3/31/2022,836,836
1/9/2022,10/21/2021,837,837
12/4/2021,10/31/2021,838,838
2/13/2022,6/16/2021,839,839
7/30/2021,7/10/2021,840,840
6/25/2021,10/22/2021,841,841
5/30/2021,5/19/2021,842,842
5/7/2021,11/25/2021,843,843
11/4/2021,5/26/2021,844,844
5/5/2021,11/25/2021,845,845
11/12/2021,9/6/2021,846,846
4/5/2022,5/21/2021,847,847
4/18/2022,1/27/2022,848,848
8/14/2021,11/10/2021,849,849
5/3/2021,12/3/2021,850,850
9/19/2021,7/9/2021,851,851
9/8/2021,4/8/2022,852,852
1/22/2022,11/26/2021,853,853
1/21/2022,12/26/2021,854,854
9/19/2021,7/15/2021,855,855
10/1/2021,7/20/2021,856,856
8/3/2021,10/18/2021,857,857
3/14/2022,6/8/2021,858,858
7/6/2021,4/27/2021,859,859
10/9/2021,1/17/2022,860,860
7/29/2021,4/5/2022,861,861
8/7/2021,11/16/2021,862,862
11/14/2021,1/29/2022,863,863
7/17/2021,3/13/2022,864,864
9/27/2021,5/20/2021,865,865
5/14/2021,10/30/2021,866,866
2/3/2022,8/15/2021,867,867
10/11/2021,4/30/2021,868,868
5/28/2021,8/18/2021,869,869
11/10/2021,12/3/2021,870,870
8/25/2021,7/24/2021,871,871
4/10/2022,10/21/2021,872,872
10/7/2021,2/1/2022,873,873
10/31/2021,10/11/2021,874,874
3/15/2022,1/23/2022,875,875
4/16/2022,9/21/2021,876,876
1/2/2022,11/2/2021,877,877
4/30/2021,6/13/2021,878,878
4/19/2022,5/12/2021,879,879
2/23/2022,7/5/2021,880,880
3/20/2022,6/10/2021,881,881
2/11/2022,1/24/2022,882,882
3/4/2022,1/18/2022,883,883
8/14/2021,4/15/2022,884,884
5/25/2021,5/31/2021,885,885
6/29/2021,4/7/2022,886,886
5/10/2021,6/13/2021,887,887
3/13/2022,10/1/2021,888,888
12/20/2021,10/26/2021,889,889
12/12/2021,4/26/2021,890,890
12/6/2021,1/20/2022,891,891
5/4/2021,10/29/2021,892,892
5/29/2021,7/2/2021,893,893
9/21/2021,11/19/2021,894,894
1/16/2022,3/26/2022,895,895
8/23/2021,12/28/2021,896,896
12/23/2021,11/9/2021,897,897
3/5/2022,12/22/2021,898,898
9/14/2021,1/14/2022,899,899
10/21/2021,8/17/2021,900,900
3/10/2022,9/5/2021,901,901
10/8/2021,12/15/2021,902,902
12/17/2021,1/20/2022,903,903
7/8/2021,11/8/2021,904,904
6/12/2021,8/16/2021,905,905
6/16/2021,12/4/2021,906,906
3/11/2022,6/18/2021,907,907
1/28/2022,4/8/2022,908,908
5/28/2021,8/19/2021,909,909
1/5/2022,7/31/2021,910,910
8/16/2021,3/31/2022,911,911
5/14/2021,6/21/2021,912,912
11/1/2021,3/16/2022,913,913
9/21/2021,8/3/2021,914,914
1/10/2022,7/15/2021,915,915
9/13/2021,7/5/2021,916,916
2/23/2022,5/17/2021,917,917
11/2/2021,5/15/2021,918,918
5/16/2021,7/5/2021,919,919
3/15/2022,11/10/2021,920,920
2/21/2022,11/21/2021,921,921
5/16/2021,2/23/2022,922,922
5/16/2021,11/19/2021,923,923
10/18/2021,8/23/2021,924,924
10/18/2021,11/6/2021,925,925
5/14/2021,8/12/2021,926,926
7/25/2021,4/24/2022,927,927
2/3/2022,7/31/2021,928,928
2/1/2022,10/11/2021,929,929
1/10/2022,11/24/2021,930,930
3/30/2022,4/4/2022,931,931
9/21/2021,6/19/2021,932,932
8/20/2021,9/18/2021,933,933
4/23/2022,12/20/2021,934,934
11/7/2021,1/23/2022,935,935
8/27/2021,9/6/2021,936,936
3/17/2022,8/19/2021,937,937
11/7/2021,6/10/2021,938,938
4/23/2022,1/17/2022,939,939
12/7/2021,10/16/2021,940,940
12/19/2021,9/7/2021,941,941
10/31/2021,11/9/2021,942,942
6/5/2021,10/1/2021,943,943
8/26/2021,4/29/2021,944,944
10/8/2021,7/1/2021,945,945
1/26/2022,6/29/2021,946,946
6/17/2021,7/9/2021,947,947
6/9/2021,8/19/2021,948,948
6/4/2021,2/26/2022,949,949
3/1/2022,4/10/2022,950,950
11/14/2021,6/24/2021,951,951
7/25/2021,1/26/2022,952,952
4/14/2022,1/11/2022,953,953
2/21/2022,3/29/2022,954,954
11/3/2021,6/8/2021,955,955
7/31/2021,2/11/2022,956,956
6/24/2021,12/7/2021,957,957
11/27/2021,3/15/2022,958,958
12/2/2021,5/4/2021,959,959
1/3/2022,7/13/2021,960,960
7/19/2021,8/18/2021,961,961
7/20/2021,10/24/2021,962,962
7/31/2021,12/9/2021,963,963
1/14/2022,7/24/2021,964,964
10/28/2021,1/29/2022,965,965
1/24/2022,8/1/2021,966,966
4/13/2022,7/18/2021,967,967
12/23/2021,11/4/2021,968,968
4/26/2021,1/17/2022,969,969
2/9/2022,8/7/2021,970,970
1/1/2022,6/25/2021,971,971
10/7/2021,2/24/2022,972,972
4/24/2022,1/26/2022,973,973
9/2/2021,4/9/2022,974,974
10/4/2021,10/3/2021,975,975
10/20/2021,2/12/2022,976,976
9/27/2021,1/9/2022,977,977
9/28/2021,11/14/2021,978,978
10/9/2021,4/10/2022,979,979
4/10/2022,3/27/2022,980,980
6/13/2021,3/28/2022,981,981
9/19/2021,11/29/2021,982,982
12/4/2021,4/7/2022,983,983
7/1/2021,9/18/2021,984,984
4/23/2022,7/15/2021,985,985
5/25/2021,9/14/2021,986,986
10/18/2021,3/2/2022,987,987
9/26/2021,7/8/2021,988,988
11/30/2021,8/14/2021,989,989
4/28/2021,1/20/2022,990,990
5/22/2021,8/19/2021,991,991
5/5/2021,4/13/2022,992,992
7/21/2021,11/13/2021,993,993
3/8/2022,7/16/2021,994,994
4/15/2022,8/6/2021,995,995
12/4/2021,3/3/2022,996,996
5/10/2021,1/18/2022,997,997
5/3/2021,8/22/2021,998,998
3/29/2022,4/21/2022,999,999
11/7/2021,4/25/2021,1000,1000
