stand_id,stand_name,location
2621,Southern elephant seal,Glacier Hill
2622,"Crane, sandhill",Armistice
2623,"Bear, black",Longview
2624,Southern tamandua,Sheridan
2625,Lesser flamingo,Spaight
2626,"Jackal, golden",Carpenter
2627,Square-lipped rhinoceros,Holmberg
2628,"Gorilla, western lowland",Montana
2629,Emerald-spotted wood dove,Russell
2630,Reindeer,Farwell
2631,Margay,Aberg
2632,Indian giant squirrel,Superior
2633,"Otter, oriental short-clawed",Delladonna
2634,Ostrich,Forest Run
2635,Silver-backed jackal,Daystar
2636,Black-throated cardinal,Arizona
2637,Grant's gazelle,East
2638,"Goose, egyptian",High Crossing
2639,Pacific gull,Burrows
2640,Burchell's gonolek,Lyons
2641,"Stork, black-necked",Homewood
2642,Arboral spiny rat,Harbort
2643,Australian magpie,Northfield
2644,"Phascogale, brush-tailed",Clove
2645,"Vulture, white-rumped",Springs
2646,Giant girdled lizard,Calypso
2647,"Swan, trumpeter",Shasta
2648,"Chickadee, black-capped",Dottie
2649,"Seal, southern elephant",Melvin
2650,"Coatimundi, ring-tailed",Basil
2651,"Beaver, eurasian",Quincy
2652,Nubian bee-eater,Sachs
2653,Indian giant squirrel,Autumn Leaf
2654,"Fox, north american red",Vermont
2655,"Macaw, green-winged",Anzinger
2656,"Glider, feathertail",Burrows
2657,Superb starling,Sommers
2658,"Moccasin, water",Sachtjen
2659,American Virginia opossum,Trailsway
2660,"Bandicoot, long-nosed",Bluestem
2661,Magellanic penguin,Hudson
2662,White-browed owl,Erie
2663,Giant girdled lizard,Bunker Hill
2664,"Duck, white-faced whistling",Milwaukee
2665,Turtle (unidentified),Everett
2666,"Quail, gambel's",Erie
2667,"Pheasant, common",Ridgeway
2668,"Turtle, snake-necked",Waubesa
2669,"Heron, goliath",Loeprich
2670,Genoveva,Maple Wood
2671,"Penguin, galapagos",Doe Crossing
2672,Snowy egret,Ilene
2673,"Stork, european",Utah
2674,"Vulture, white-headed",Chinook
2675,White-necked raven,Morrow
2676,Chuckwalla,Walton
2677,Brown brocket,Crescent Oaks
2678,"Deer, roe",Goodland
2679,Laughing dove,Colorado
2680,"Monitor, two-banded",Knutson
2681,Darwin ground finch (unidentified),Warner
2682,Burrowing owl,Valley Edge
2683,"Loris, slender",2nd
2684,"Skimmer, four-spotted",Luster
2685,"Stork, greater adjutant",Mcguire
2686,Guanaco,Havey
2687,"Lion, south american sea",Talisman
2688,"Kookaburra, laughing",Onsgard
2689,"Caiman, spectacled",Harper
2690,"Macaw, red and blue",Northridge
2691,Paddy heron (unidentified),Dottie
2692,Paradoxure,Transport
2693,"Screamer, crested",Canary
2694,"Monkey, vervet",Stoughton
2695,Squirrel glider,Huxley
2696,Alpaca,Mesta
2697,South American puma,Commercial
2698,Indian red admiral,Brown
2699,Helmeted guinea fowl,Summerview
2700,Caracara (unidentified),Monument
2701,Australian spiny anteater,Laurel
2702,Kalahari scrub robin,International
2703,Grey lourie,Fieldstone
2704,Gerenuk,Bonner
2705,"Dog, african wild",Evergreen
2706,Chestnut weaver,Browning
2707,Black swan,West
2708,Arctic lemming,6th
2709,South African hedgehog,Sachs
2710,Red howler monkey,Clyde Gallagher
2711,Chameleon (unidentified),Kingsford
2712,Steenbuck,Macpherson
2713,Brush-tailed phascogale,Nancy
2714,"Bat, asian false vampire",Vidon
2715,"Rhea, common",Farmco
2716,American buffalo,Calypso
2717,"Lion, african",Express
2718,Brown pelican,Delladonna
2719,Scottish highland cow,Green Ridge
2720,"Booby, blue-faced",Sachs
2721,"Otter, oriental short-clawed",Straubel
2722,"Racer, blue",Knutson
2723,"Heron, little",Stephen
2724,Turkey vulture,Kinsman
2725,"Rhea, gray",Mallory
2726,Scottish highland cow,Monica
2727,Sarus crane,Fallview
2728,Three-banded plover,Spaight
2729,"Squirrel, nelson ground",Bluestem
2730,North American beaver,Fisk
2731,Australian brush turkey,Aberg
2732,Coke's hartebeest,Bay
2733,"Rabbit, eastern cottontail",Lyons
2734,"Hyena, brown",Heffernan
2735,"Bird, bare-faced go away",Myrtle
2736,"Wombat, southern hairy-nosed",Nova
2737,Arboral spiny rat,Sundown
2738,Campo flicker,Armistice
2739,"Fowl, helmeted guinea",Butterfield
2740,Black and white colobus,2nd
2741,Japanese macaque,Pleasure
2742,Prehensile-tailed porcupine,Ridgeview
2743,Green-backed heron,Bunker Hill
2744,Sloth bear,Marquette
2745,Tiger cat,Quincy
2746,Carpet python,Hagan
2747,Cape Barren goose,Atwood
2748,Downy woodpecker,Montana
2749,Striped skunk,Meadow Valley
2750,"Cat, kaffir",Burning Wood
2751,"Crow, pied",Pawling
2752,Feral rock pigeon,Drewry
2753,"Pigeon, wood",Scofield
2754,Eagle owl (unidentified),Tomscot
2755,Green vine snake,Northport
2756,Bateleur eagle,Buena Vista
2757,White-throated robin,Blackbird
2758,Short-nosed bandicoot,Ohio
2759,"Kite, black",Monument
2760,Ornate rock dragon,Kingsford
2761,Violet-eared waxbill,Del Sol
2762,Polar bear,Garrison
2763,"Hawk, ferruginous",Glacier Hill
2764,Leadbeateri's ground hornbill,Truax
2765,"Kite, black",Center
2766,Red-legged pademelon,Surrey
2767,Red-billed tropic bird,Saint Paul
2768,"Echidna, short-beaked",Talmadge
2769,Tawny frogmouth,Towne
2770,Masked booby,Larry
2771,Red sheep,Milwaukee
2772,Crab-eating fox,Clove
2773,Tokay gecko,Sunfield
2774,African lion,Morningstar
2775,Platypus,Hooker
2776,Caracara (unidentified),Jana
2777,"Buffalo, african",Rieder
2778,"Bustard, kori",5th
2779,Kelp gull,Ridge Oak
2780,Brown pelican,Novick
2781,Glossy starling (unidentified),Golden Leaf
2782,"Coatimundi, white-nosed",Vahlen
2783,Black-throated cardinal,Kipling
2784,European red squirrel,Farragut
2785,Kori bustard,Bay
2786,"Flicker, campo",Hanson
2787,"Jacana, african",Northview
2788,"Sifaka, verreaux's",Meadow Valley
2789,"Cat, cape wild",Dakota
2790,Rhesus monkey,8th
2791,Horned lark,Ridgeview
2792,River wallaby,Comanche
2793,Lapwing (unidentified),Florence
2794,North American river otter,Ruskin
2795,Savanna baboon,Surrey
2796,Snowy sheathbill,Vera
2797,Gemsbok,Village
2798,"Grouse, sage",Mockingbird
2799,Onager,Eagan
2800,Golden brush-tailed possum,Milwaukee
2801,"Fox, pampa gray",Valley Edge
2802,Greater flamingo,Amoth
2803,Small-clawed otter,Beilfuss
2804,"Rat, arboral spiny",1st
2805,Yellow-billed stork,Carey
2806,"Shrike, southern white-crowned",4th
2807,Sage grouse,6th
2808,Golden eagle,Ryan
2809,Golden jackal,Donald
2810,White-nosed coatimundi,Mayfield
2811,Red brocket,Utah
2812,"Deer, roe",Nevada
2813,Water legaan,Katie
2814,"Crow, house",Northland
2815,"Stilt, black-winged",Prairie Rose
2816,"Jackal, indian",Columbus
2817,White-cheeked pintail,Valley Edge
2818,Mexican boa,Dennis
2819,Southern right whale,Prentice
2820,Golden jackal,Nelson
2821,"Macaw, red and blue",Express
2822,Cereopsis goose,Norway Maple
2823,Great horned owl,Northport
2824,Azara's zorro,Huxley
2825,White-throated toucan,Mcguire
2826,Mallard,Hoard
2827,"Cockatoo, roseate",Arkansas
2828,Emu,Meadow Ridge
2829,Red kangaroo,Mcguire
2830,Vicuna,Rusk
2831,Guerza,Tomscot
2832,Burrowing owl,Porter
2833,Eastern box turtle,Oak Valley
2834,Radiated tortoise,Thierer
2835,Gray duiker,Marquette
2836,"Shrew, mandras tree",Bay
2837,Red-tailed cockatoo,Dennis
2838,Peregrine falcon,Armistice
2839,"Wolf, mexican",Declaration
2840,Long-billed cockatoo,Lakeland
2841,Spotted wood sandpiper,Daystar
2842,"Owl, burrowing",Laurel
2843,"Macaw, scarlet",Meadow Vale
2844,"Boubou, southern",Raven
2845,"Antechinus, brown",Spaight
2846,Red-cheeked cordon bleu,Dexter
2847,Blue waxbill,Shoshone
2848,Little cormorant,Washington
2849,Swainson's francolin,Upham
2850,"Turaco, violet-crested",Pearson
2851,Saddle-billed stork,Anthes
2852,Darwin ground finch (unidentified),Sheridan
2853,King cormorant,Gale
2854,"Darter, african",Vahlen
2855,"Cat, cape wild",Stephen
2856,Spotted-tailed quoll,Melrose
2857,"Marmot, hoary",Moose
2858,Kaffir cat,Debra
2859,"Tern, white-winged black",Service
2860,"Lemming, arctic",Sage
2861,"Vulture, egyptian",Summer Ridge
2862,Snake (unidentified),Monterey
2863,Gemsbok,Bluejay
2864,Mouflon,Del Mar
2865,"Robin, kalahari scrub",Ramsey
2866,"Hartebeest, coke's",Lake View
2867,African snake (unidentified),Sunnyside
2868,Snake-necked turtle,Emmet
2869,"Baboon, chacma",Parkside
2870,Snow goose,Cardinal
2871,"Tinamou, elegant crested",School
2872,"Tortoise, burmese black mountain",Meadow Valley
2873,"Wallaby, river",Dawn
2874,Savanna fox,Drewry
2875,European wild cat,Upham
2876,Woylie,Lighthouse Bay
2877,"Rhinoceros, white",Dwight
2878,Suricate,Hallows
2879,Striated heron,Jackson
2880,King cormorant,La Follette
2881,Jabiru stork,Clyde Gallagher
2882,Ground monitor (unidentified),Morning
2883,African wild dog,Katie
2884,"Buffalo, african",Browning
2885,"Dog, african wild",Kedzie
2886,"Bear, black",Helena
2887,"Sloth, hoffman's",Cottonwood
2888,Tawny eagle,Veith
2889,"Cockatoo, long-billed",Welch
2890,"Partridge, coqui",Vernon
2891,"Tenrec, tailless",Glacier Hill
2892,California sea lion,Emmet
2893,"Bird, bare-faced go away",Nova
2894,White-cheeked pintail,Lakewood Gardens
2895,"Tapir, brazilian",Ronald Regan
2896,Red-billed tropic bird,Lyons
2897,"Rabbit, eastern cottontail",Barnett
2898,"Capuchin, weeper",Schlimgen
2899,White-throated monitor,Raven
2900,Sable antelope,Express
2901,South African hedgehog,Sloan
2902,"Heron, green-backed",Gale
2903,Comb duck,Emmet
2904,"Owl, white-browed",Glacier Hill
2905,Mexican boa,American Ash
2906,Red-breasted nuthatch,Acker
2907,"Fox, crab-eating",School
2908,Polar bear,Rigney
2909,"Kudu, greater",Havey
2910,Canadian tiger swallowtail butterfly,Armistice
2911,"Grenadier, purple",Goodland
2912,Cape white-eye,8th
2913,Mississippi alligator,Morning
2914,Common long-nosed armadillo,Meadow Valley
2915,European shelduck,Mifflin
2916,Eastern fox squirrel,Lyons
2917,"Turtle, snake-necked",Nancy
2918,Indian jackal,Lindbergh
2919,Red howler monkey,Thierer
2920,"Macaque, japanese",Derek
2921,Knob-nosed goose,Manitowish
2922,"Echidna, short-beaked",Memorial
2923,Asian false vampire bat,Kedzie
2924,"Gnu, brindled",Summerview
2925,Kalahari scrub robin,Eggendart
2926,Darwin ground finch (unidentified),Maryland
2927,"Squirrel, antelope ground",Westend
2928,"Bat, asian false vampire",Carioca
2929,American black bear,Corben
2930,Bonnet macaque,Cordelia
2931,House sparrow,Vera
2932,Javanese cormorant,Magdeline
2933,Greater flamingo,Longview
2934,"Wombat, common",Harper
2935,"Shrike, common boubou",Straubel
2936,Onager,Fordem
2937,"Pintail, bahama",Columbus
2938,Hummingbird (unidentified),Acker
2939,"Wallaby, agile",Carioca
2940,Springbuck,Dexter
2941,Indian star tortoise,Menomonie
2942,Common wallaroo,American Ash
2943,"Waxbill, blue",Vidon
2944,"Trotter, lily",Algoma
2945,White-lipped peccary,Dryden
2946,Western bearded dragon,Cody
2947,"Pie, indian tree",Basil
2948,"Boa, columbian rainbow",Dakota
2949,"Porcupine, crested",Pine View
2950,"Macaw, blue and gold",Towne
2951,"Chickadee, black-capped",Golf
2952,Puku,Jackson
2953,Blue peacock,Schiller
2954,Arctic ground squirrel,Burning Wood
2955,White-tailed jackrabbit,Hudson
2956,Agile wallaby,Paget
2957,"Duck, comb",Di Loreto
2958,Blue fox,Meadow Ridge
2959,Paddy heron (unidentified),Loftsgordon
2960,Greylag goose,Vera
2961,"Raccoon, common",Mockingbird
2962,Gulls (unidentified),Garrison
2963,"Hornbill, southern ground",Grayhawk
2964,Campo flicker,Mallard
2965,Eastern dwarf mongoose,Mandrake
2966,White-faced tree rat,Hermina
2967,Asian elephant,Oak Valley
2968,Scaly-breasted lorikeet,Rowland
2969,"Starling, superb",Hayes
2970,Striped skunk,Talisman
2971,"Snake, carpet",Burning Wood
2972,"Monster, gila",Victoria
2973,Klipspringer,Basil
2974,Southern elephant seal,Marcy
2975,"Cat, toddy",Emmet
2976,African porcupine,Beilfuss
2977,Leadbeateri's ground hornbill,Sachs
2978,Banded mongoose,Jana
2979,"Owl, burrowing",Stephen
2980,Common goldeneye,Glendale
2981,Caracara (unidentified),Wayridge
2982,"Stork, white",East
2983,California sea lion,Sommers
2984,Grizzly bear,Hoepker
2985,"Cat, kaffir",Schiller
2986,Land iguana,Farwell
2987,"Blackbird, red-winged",Forster
2988,Moose,Bellgrove
2989,Turtle (unidentified),7th
2990,Yellow-billed stork,Hoepker
2991,Large cormorant,Vernon
2992,Squirrel glider,Northridge
2993,Roan antelope,Cherokee
2994,Dama wallaby,Linden
2995,Bobcat,Kenwood
2996,Pine snake (unidentified),Warbler
2997,Swainson's francolin,Texas
2998,"Eagle, bateleur",Monument
2999,Openbill stork,Hudson
3000,Rainbow lory,Oakridge
3001,"Bandicoot, southern brown",Redwing
3002,"Whale, baleen",Bunting
3003,"Rattlesnake, horned",Maryland
3004,Common pheasant,Cascade
3005,"Bandicoot, long-nosed",Mayfield
3006,Dassie,Bluestem
3007,Large-eared bushbaby,Lakewood
3008,Uinta ground squirrel,Colorado
3009,"Curlew, black",Pearson
3010,Violet-crested turaco,Pankratz
3011,Darwin ground finch (unidentified),Oriole
3012,"Boar, wild",Lighthouse Bay
3013,Mudskipper (unidentified),Atwood
3014,Golden brush-tailed possum,Hazelcrest
3015,Nine-banded armadillo,6th
3016,Brolga crane,Heath
3017,"Dove, little brown",Roxbury
3018,Australian magpie,Mosinee
3019,Common raccoon,Kedzie
3020,"Kangaroo, jungle",Harbort
3021,Blue racer,Doe Crossing
3022,Tsessebe,Bunting
3023,Verreaux's sifaka,Ruskin
3024,Hoary marmot,Waxwing
3025,Pine siskin,Division
3026,"Reedbuck, bohor",Pleasure
3027,"Ox, musk",East
3028,"Dog, bush",Buena Vista
3029,"Vulture, turkey",Carberry
3030,South American puma,Manitowish
3031,"Cockatoo, red-tailed",Pawling
3032,Pine snake (unidentified),Rockefeller
3033,"Dove, laughing",Hauk
3034,"Duck, mountain",Starling
3035,Hyrax,Becker
3036,Bleeding heart monkey,Huxley
3037,Brown lemur,Granby
3038,Carmine bee-eater,Ridgeview
3039,"Pintail, white-cheeked",Thackeray
3040,Southern lapwing,Westport
3041,"Bat, little brown",Crest Line
3042,"Jackal, indian",Oxford
3043,Red hartebeest,Grayhawk
3044,Lappet-faced vulture,Kim
3045,Asian foreset tortoise,High Crossing
3046,"Dragon, netted rock",Roth
3047,"Squirrel, richardson's ground",Ruskin
3048,"Elk, Wapiti",Ludington
3049,Lily trotter,Granby
3050,"Cardinal, black-throated",Johnson
3051,"Rat, desert kangaroo",Service
3052,White-throated toucan,Melvin
3053,Emu,Union
3054,"Badger, honey",Hollow Ridge
3055,Mule deer,Sage
3056,Eastern cottontail rabbit,Steensland
3057,Indian red admiral,Raven
3058,Little brown bat,Scofield
3059,"Tortoise, burmese black mountain",Pierstorff
3060,Bonnet macaque,Mosinee
3061,"Gull, silver",Corry
3062,African wild dog,Burning Wood
3063,Blue and gold macaw,Oneill
3064,"Siskin, pine",Coleman
3065,Blue crane,Mitchell
3066,Violet-eared waxbill,Calypso
3067,"Boa, mexican",Evergreen
3068,Neotropic cormorant,Fisk
3069,"Hoopoe, eurasian",Springview
3070,"Egret, snowy",Weeping Birch
3071,"Cormorant, flightless",Warrior
3072,Brown pelican,Raven
3073,Helmeted guinea fowl,Sunbrook
3074,Comb duck,Rockefeller
3075,Pygmy possum,Basil
3076,White-lipped peccary,Crescent Oaks
3077,"Armadillo, common long-nosed",Rowland
3078,Javan gold-spotted mongoose,Londonderry
3079,"Eagle, bateleur",Carpenter
3080,"Colobus, white-mantled",Kedzie
3081,"Pintail, bahama",Bartillon
3082,Desert tortoise,Ronald Regan
3083,Indian peacock,Washington
3084,Marabou stork,Michigan
3085,Red brocket,Russell
3086,Brown brocket,North
3087,"Skunk, striped",Hazelcrest
3088,"Wallaby, agile",Brickson Park
3089,"Tortoise, radiated",David
3090,"Brocket, red",Tomscot
3091,"Deer, black-tailed",Gina
3092,"Waxbill, blue",Lake View
3093,"Seal, northern elephant",Marquette
3094,Hummingbird (unidentified),Lien
3095,"Waterbuck, defassa",Farwell
3096,Burchell's gonolek,Gateway
3097,"Plover, three-banded",Twin Pines
3098,"Lorikeet, scaly-breasted",Buell
3099,Australian pelican,Springs
3100,"Crane, stanley",Ruskin
3101,"Skimmer, four-spotted",Michigan
3102,Civet cat,Dawn
3103,"Stork, saddle-billed",Monica
3104,Pocket gopher (unidentified),Chive
3105,"Racer, blue",Kingsford
3106,Galapagos hawk,Oxford
3107,"Lourie, grey",Farwell
3108,"Kangaroo, eastern grey",Kenwood
3109,"Wildebeest, blue",Prairieview
3110,Oriental short-clawed otter,Elka
3111,Common ringtail,Columbus
3112,"Turaco, violet-crested",Sugar
3113,Crown of thorns starfish,Drewry
3114,"Sandgrouse, yellow-throated",Melby
3115,"Bat, little brown",5th
3116,African buffalo,Rieder
3117,"Stork, marabou",Mallory
3118,"Ringtail, common",Dryden
3119,"Crane, stanley",Vidon
3120,Red-knobbed coot,Reindahl
3121,"Mongoose, yellow",Summerview
3122,Tasmanian devil,Fordem
3123,"Legaan, water",Golden Leaf
3124,Butterfly (unidentified),Harbort
3125,Common melba finch,Gateway
3126,Snow goose,Cottonwood
3127,Euro wallaby,Pierstorff
3128,"Heron, striated",Longview
3129,"Teal, hottentot",Eastwood
3130,Fork-tailed drongo,Onsgard
3131,Bahama pintail,Talmadge
3132,"Seal, harbor",Montana
3133,Arctic hare,Grayhawk
3134,Bottle-nose dolphin,Nancy
3135,Jaguarundi,Park Meadow
3136,Common ringtail,Ilene
3137,White-faced tree rat,Dixon
3138,Brown pelican,Steensland
3139,"Baboon, olive",Havey
3140,"Skunk, striped",Fordem
3141,Beisa oryx,John Wall
3142,"Crane, brolga",Anthes
3143,Timber wolf,Hollow Ridge
3144,White spoonbill,Hagan
3145,Southern lapwing,Hintze
3146,"Porcupine, african",Fisk
3147,"Duck, blue",Judy
3148,"Flamingo, lesser",Raven
3149,White stork,Nova
3150,"Oryx, beisa",Spohn
3151,"Macaw, red and blue",Debra
3152,White-throated robin,Bay
3153,White-throated monitor,Spohn
3154,Chilean flamingo,Golf
3155,Green-winged trumpeter,Washington
3156,Coyote,Eggendart
3157,Gerbil (unidentified),Maywood
3158,"Partridge, coqui",Morning
3159,Large-eared bushbaby,Iowa
3160,California sea lion,Lerdahl
3161,Black-throated butcher bird,Dwight
3162,Fisher,Granby
3163,"Rhinoceros, white",Dexter
3164,"Screamer, crested",Tennyson
3165,Savanna fox,Pine View
3166,Currasow (unidentified),Lotheville
3167,Mountain lion,Heath
3168,Green-backed heron,Dottie
3169,"Hawk, ferruginous",Northridge
3170,"Moccasin, water",Red Cloud
3171,"Cormorant, great",Bowman
3172,Common palm civet,7th
3173,Red squirrel,Golf
3174,"Dog, bush",Shelley
3175,African porcupine,Norway Maple
3176,Small-toothed palm civet,International
3177,Prairie falcon,Nancy
3178,Malachite kingfisher,Hallows
3179,"Toucan, white-throated",Shelley
3180,"Otter, brazilian",Armistice
3181,North American porcupine,Armistice
3182,Southern black-backed gull,Moland
3183,Dusky rattlesnake,Esker
3184,Common palm civet,Granby
3185,Arctic fox,Fremont
3186,Caribou,Rowland
3187,Blue wildebeest,Westport
3188,"Crane, sandhill",Oneill
3189,Kelp gull,High Crossing
3190,"Bear, grizzly",Pleasure
3191,African fish eagle,Morrow
3192,"Possum, golden brush-tailed",Fallview
3193,"Macaw, blue and yellow",Crowley
3194,Red hartebeest,Ridgeview
3195,"Lion, asian",Kropf
3196,"Goose, spur-winged",Dennis
3197,Red-necked phalarope,Del Mar
3198,Springhare,Dahle
3199,"Robin, white-throated",Valley Edge
3200,"Pintail, bahama",Redwing
3201,"Devil, tasmanian",Caliangt
3202,"Tern, royal",Harper
3203,"Glider, feathertail",Nobel
3204,"Chipmunk, least",Bunting
3205,Golden eagle,Kinsman
3206,Green-backed heron,Iowa
3207,"Civet, common palm",Moose
3208,Sandhill crane,Mosinee
3209,"Devil, tasmanian",Rigney
3210,"Ibis, puna",Johnson
3211,Coqui partridge,Hovde
3212,"Curlew, black",Sommers
3213,Pacific gull,American
3214,"Hoopoe, eurasian",Brentwood
3215,Indian porcupine,David
3216,"Baboon, yellow",Spohn
3217,"Lion, african",School
3218,Bee-eater (unidentified),Pierstorff
3219,"Marmot, hoary",Dorton
3220,"Macaw, scarlet",Lake View
3221,"Turkey, wild",Oriole
3222,Wild water buffalo,Pearson
3223,"Spider, wolf",Stang
3224,"Antechinus, brown",Glendale
3225,"Iguana, common green",Farwell
3226,Red-necked phalarope,Vahlen
3227,White-throated kingfisher,Nova
3228,Eurasian beaver,Hayes
3229,Bontebok,Browning
3230,Blue wildebeest,Commercial
3231,Lesser flamingo,Magdeline
3232,"Magpie, black-backed",Hayes
3233,White-lipped peccary,Ridgeview
3234,Crab-eating raccoon,Muir
3235,Springhare,Jenifer
3236,"Goose, spur-winged",Hanson
3237,Painted stork,Quincy
3238,"Armadillo, common long-nosed",Hauk
3239,"Darter, african",Menomonie
3240,Nelson ground squirrel,Stoughton
3241,"Macaw, green-winged",Elmside
3242,"Macaw, scarlet",Prairie Rose
3243,"Squirrel, thirteen-lined",Lighthouse Bay
3244,"Gull, swallow-tail",Bellgrove
3245,Hottentot teal,Roxbury
3246,"Chickadee, black-capped",Oak Valley
3247,"Tarantula, salmon pink bird eater",Sherman
3248,"Kangaroo, jungle",Swallow
3249,Clark's nutcracker,Maryland
3250,Swamp deer,Doe Crossing
3251,"Waxbill, black-cheeked",Fisk
3252,"Cat, kaffir",Bowman
3253,"Cat, european wild",Everett
3254,Carpet python,Bonner
3255,Rock dove,Artisan
3256,Black-crowned night heron,Farmco
3257,"Dragonfly, russian",Fair Oaks
3258,Pampa gray fox,4th
3259,Koala,Manitowish
3260,Australian brush turkey,Briar Crest
3261,Swamp deer,Erie
3262,Dabchick,Raven
3263,"Bird, red-billed tropic",Mandrake
3264,Square-lipped rhinoceros,Hanover
3265,"Bird, red-billed tropic",Mifflin
3266,Nilgai,Sycamore
3267,Stanley bustard,Barby
3268,Serval,Sheridan
3269,Short-nosed bandicoot,Huxley
3270,"Capuchin, white-fronted",Vahlen
3271,"Crane, blue",Rusk
3272,"Booby, blue-footed",Roxbury
3273,Purple moorhen,Lyons
3274,"Cormorant, little",Mallard
3275,"Pelican, brown",Blackbird
3276,"Skunk, western spotted",Columbus
3277,"Stork, black-necked",Cherokee
3278,"Plover, three-banded",Schiller
3279,White-necked stork,Bunting
3280,"Colobus, white-mantled",Almo
3281,"Devil, tasmanian",David
3282,Greylag goose,Lien
3283,"Sloth, two-toed",Declaration
3284,Jungle cat,Lillian
3285,Red deer,Park Meadow
3286,"Eagle, golden",Commercial
3287,Onager,Dapin
3288,Red deer,Farwell
3289,Desert spiny lizard,Glendale
3290,American marten,Haas
3291,"Crane, wattled",Fordem
3292,"Dragon, ornate rock",Packers
3293,"Kookaburra, laughing",Brickson Park
3294,Yellow-rumped siskin,Eagan
3295,Ring-tailed lemur,Steensland
3296,Eurasian badger,Esch
3297,Mexican beaded lizard,Thierer
3298,Urial,Crowley
3299,"Cormorant, neotropic",Ronald Regan
3300,Red-billed tropic bird,Warbler
3301,Little brown bat,Waywood
3302,"Dragon, komodo",Oak
3303,Southern black-backed gull,Anderson
3304,Puma,Maple
3305,Glossy starling (unidentified),Lakeland
3306,"Tortoise, burmese brown mountain",Hooker
3307,Yellow-brown sungazer,Cardinal
3308,"Cardinal, black-throated",Hanson
3309,"Hyena, striped",Nobel
3310,"Colobus, black and white",Lighthouse Bay
3311,"Kookaburra, laughing",Ronald Regan
3312,Canada goose,Bluestem
3313,Ovenbird,Del Sol
3314,Blacksmith plover,Bunting
3315,"Waxbill, blue",Messerschmidt
3316,"Goose, greylag",Dawn
3317,Gecko (unidentified),International
3318,"Loris, slender",Sommers
3319,"Macaque, bonnet",Pierstorff
3320,Red-tailed phascogale,Shoshone
3321,Topi,Pennsylvania
3322,Racer snake,Farragut
3323,Common eland,Hansons
3324,"Flamingo, roseat",Tomscot
3325,African polecat,Messerschmidt
3326,Mississippi alligator,Fieldstone
3327,King vulture,Logan
3328,"Dog, black-tailed prairie",Schlimgen
3329,"Avocet, pied",Elmside
3330,"Flamingo, lesser",New Castle
3331,Bird (unidentified),Surrey
3332,Verreaux's sifaka,Harbort
3333,"Penguin, magellanic",Pankratz
3334,"Shelduck, common",Crowley
3335,European wild cat,Graceland
3336,"Buffalo, american",Lawn
3337,Western patch-nosed snake,Huxley
3338,"Squirrel, nelson ground",Prairieview
3339,Kongoni,Pearson
3340,Common mynah,Kensington
3341,"Otter, african clawless",Manitowish
3342,Horned lark,Northwestern
3343,"Genet, small-spotted",Dixon
3344,"Hyena, spotted",Buell
3345,"Wapiti, elk,",Garrison
3346,Yellow-bellied marmot,Fuller
3347,"Wildebeest, blue",Hoepker
3348,Mallard,Scoville
3349,"Dove, laughing",Sundown
3350,Southern ground hornbill,Main
3351,Magnificent frigate bird,Mockingbird
3352,Small-toothed palm civet,Burrows
3353,Tasmanian devil,Fallview
3354,"Crane, black-crowned",West
3355,"Dove, rock",Dottie
3356,Gerbil (unidentified),Maywood
3357,"Phascogale, red-tailed",Lillian
3358,Pronghorn,Valley Edge
3359,"Coatimundi, ring-tailed",Porter
3360,"Lark, horned",Menomonie
3361,"Rhea, greater",Pepper Wood
3362,Barrows goldeneye,Magdeline
3363,Grey heron,Carioca
3364,Puma,Golf
3365,"Darter, african",Stoughton
3366,Striped hyena,Muir
3367,"Goldeneye, barrows",Stoughton
3368,"Reedbuck, bohor",Hollow Ridge
3369,"Mongoose, eastern dwarf",Park Meadow
3370,Radiated tortoise,Randy
3371,Canadian tiger swallowtail butterfly,Bobwhite
3372,Red-billed buffalo weaver,Sunnyside
3373,"Cobra, egyptian",Kipling
3374,"Eagle, bateleur",Stang
3375,Red-necked wallaby,Hanson
3376,"Lizard, frilled",Northland
3377,"Lemur, lesser mouse",Pleasure
3378,"Flamingo, greater",Forster
3379,"Reedbuck, bohor",Lakewood
3380,"Brocket, brown",Dahle
3381,"Squirrel, uinta ground",Dorton
3382,"Siskin, pine",Almo
3383,"Pelican, eastern white",Heath
3384,Kaffir cat,Caliangt
3385,Whip-tailed wallaby,Eggendart
3386,Sloth bear,Buhler
3387,"Starling, greater blue-eared",Miller
3388,Red-capped cardinal,Mesta
3389,"Crow, american",Leroy
3390,"Siskin, yellow-rumped",Bowman
3391,"Rhea, common",Ruskin
3392,Northern elephant seal,Spohn
3393,"Whale, southern right",Merchant
3394,Nile crocodile,New Castle
3395,Two-toed sloth,Debra
3396,American marten,Truax
3397,Fat-tailed dunnart,Londonderry
3398,Monitor lizard (unidentified),Carey
3399,Rhesus monkey,Bunker Hill
3400,"Shrike, southern white-crowned",Petterle
3401,"Eagle, bald",Goodland
3402,Eastern boa constrictor,Magdeline
3403,Python (unidentified),Walton
3404,"Sheep, red",Merchant
3405,Sportive lemur,Scofield
3406,"Wambenger, red-tailed",Twin Pines
3407,Scottish highland cow,Green
3408,Asian red fox,Charing Cross
3409,"Zebra, common",Jenna
3410,"Curlew, black",Manitowish
3411,"Jacana, african",Mcguire
3412,"Cormorant, flightless",Melvin
3413,Golden brush-tailed possum,Prairie Rose
3414,Snowy sheathbill,Buhler
3415,"Dog, african wild",Knutson
3416,Blue-faced booby,Grim
