lost_item_id,type_of_item,discovery_time,return_time,last_announcement_time,degree_of_importance,worker_id,visitor_id
327,Pork - Inside,03/11/2021,07/08/2021,05/07/2021,S,327,327
328,Island Oasis - Mango Daiquiri,15/06/2021,05/11/2021,14/08/2021,3XL,328,328
329,"Coconut - Shredded, Sweet",22/06/2021,16/08/2021,14/10/2021,XS,329,329
330,V8 Pet,20/10/2021,29/03/2022,21/10/2021,L,330,330
331,"Jam - Raspberry,jar",17/05/2021,21/04/2022,21/07/2021,2XL,331,331
332,Bonito Flakes - Toku Katsuo,17/03/2022,17/01/2022,15/04/2022,L,332,332
333,Carrots - Mini Red Organic,15/11/2021,03/08/2021,14/12/2021,L,333,333
334,Soup - Campbells Beef Noodle,05/12/2021,17/05/2021,09/12/2021,XL,334,334
335,Maple Syrup,17/06/2021,22/04/2022,07/09/2021,XS,335,335
336,"Iced Tea - Lemon, 340ml",23/11/2021,13/11/2021,05/09/2021,3XL,336,336
337,Steel Wool,14/08/2021,11/06/2021,05/05/2021,S,337,337
338,Pail For Lid 1537,18/07/2021,28/08/2021,26/08/2021,S,338,338
339,Peach - Fresh,15/06/2021,30/08/2021,20/03/2022,XL,339,339
340,"Wine - Red, Cabernet Merlot",14/08/2021,06/09/2021,02/11/2021,XS,340,340
341,Grouper - Fresh,25/02/2022,29/03/2022,06/08/2021,S,341,341
342,Shopper Bag - S - 4,03/09/2021,01/08/2021,29/03/2022,XS,342,342
343,Phyllo Dough,20/08/2021,24/12/2021,23/12/2021,S,343,343
344,Pork Casing,27/07/2021,09/10/2021,21/04/2022,XL,344,344
345,Wine - Chianti Classica Docg,30/08/2021,16/06/2021,05/10/2021,L,345,345
346,Lettuce - Boston Bib,02/05/2021,12/02/2022,25/04/2021,XL,346,346
347,Strawberries,24/05/2021,01/07/2021,06/07/2021,L,347,347
348,Lamb - Whole Head Off,15/11/2021,09/03/2022,31/08/2021,S,348,348
349,Wine - Chianti Classico Riserva,10/11/2021,05/06/2021,09/08/2021,S,349,349
350,Crush - Cream Soda,09/10/2021,21/07/2021,24/09/2021,M,350,350
351,Ecolab - Ster Bac,26/10/2021,04/03/2022,10/07/2021,2XL,351,351
352,Chicken - Ground,29/01/2022,13/12/2021,11/10/2021,XL,352,352
353,"Sauce - Soya, Light",27/06/2021,22/08/2021,28/05/2021,L,353,353
354,"Star Anise, Whole",05/09/2021,20/09/2021,24/03/2022,XS,354,354
355,Pepper - Jalapeno,07/05/2021,02/12/2021,29/04/2021,XL,355,355
356,Sauce - Salsa,28/07/2021,06/09/2021,27/11/2021,XS,356,356
357,Lighter - Bbq,25/06/2021,05/10/2021,12/06/2021,XS,357,357
358,Oil - Peanut,13/05/2021,07/10/2021,11/04/2022,2XL,358,358
359,Oil - Olive Bertolli,12/10/2021,12/08/2021,24/03/2022,XS,359,359
360,"Lemonade - Mandarin, 591 Ml",21/03/2022,24/03/2022,28/01/2022,M,360,360
361,"Nut - Walnut, Chopped",28/03/2022,04/03/2022,30/11/2021,3XL,361,361
362,Nantucket - Orange Mango Cktl,02/06/2021,25/02/2022,13/11/2021,3XL,362,362
363,Flour - Fast / Rapid,19/07/2021,17/09/2021,07/08/2021,XS,363,363
364,Fudge - Chocolate Fudge,24/06/2021,20/03/2022,03/03/2022,S,364,364
365,Soup - Campbells Chili,15/10/2021,31/10/2021,16/02/2022,XS,365,365
366,Vacuum Bags 12x16,14/04/2022,16/03/2022,04/11/2021,2XL,366,366
367,Shortbread - Cookie Crumbs,30/09/2021,19/05/2021,13/10/2021,M,367,367
368,Wine - Vidal Icewine Magnotta,02/05/2021,18/11/2021,16/10/2021,XL,368,368
369,"Wine - White, Pinot Grigio",08/08/2021,23/04/2022,17/09/2021,M,369,369
370,"Soup - Campbells, Cream Of",28/08/2021,17/07/2021,15/02/2022,XL,370,370
371,Cake - Cake Sheet Macaroon,19/12/2021,15/03/2022,20/02/2022,XS,371,371
372,Blackberries,24/03/2022,01/10/2021,07/09/2021,3XL,372,372
373,Foil Wrap,07/11/2021,04/08/2021,11/03/2022,S,373,373
374,"Lemonade - Island Tea, 591 Ml",08/05/2021,03/01/2022,28/02/2022,XL,374,374
375,Smoked Paprika,20/09/2021,22/12/2021,07/07/2021,M,375,375
376,"Split Peas - Yellow, Dry",23/04/2022,04/01/2022,14/12/2021,2XL,376,376
377,"Apple - Delicious, Golden",20/12/2021,04/07/2021,13/02/2022,2XL,377,377
378,"Sauce - Black Current, Dry Mix",13/08/2021,09/02/2022,05/08/2021,3XL,378,378
379,"Brocolinni - Gaylan, Chinese",17/10/2021,13/03/2022,08/07/2021,XL,379,379
380,Wine - Ruffino Chianti Classico,01/06/2021,05/09/2021,15/12/2021,2XL,380,380
381,Cumin - Whole,06/03/2022,27/03/2022,17/12/2021,L,381,381
382,Black Currants,19/05/2021,04/08/2021,20/03/2022,3XL,382,382
383,Ezy Change Mophandle,10/05/2021,20/05/2021,11/03/2022,XS,383,383
384,"Napkin - Beverge, White 2 - Ply",07/09/2021,08/02/2022,22/04/2022,XL,384,384
385,Sauerkraut,02/11/2021,19/06/2021,05/11/2021,S,385,385
386,Puff Pastry - Slab,14/08/2021,06/11/2021,04/08/2021,2XL,386,386
387,Pork - Bones,17/06/2021,07/10/2021,25/10/2021,3XL,387,387
388,Pasta - Agnolotti - Butternut,29/09/2021,16/10/2021,11/02/2022,XS,388,388
389,Duck - Legs,22/05/2021,12/06/2021,26/08/2021,2XL,389,389
390,"Fish - Halibut, Cold Smoked",14/01/2022,26/05/2021,13/06/2021,2XL,390,390
391,Crackers - Graham,01/12/2021,20/01/2022,21/12/2021,M,391,391
392,Mousse - Passion Fruit,04/08/2021,01/11/2021,04/01/2022,M,392,392
393,Petite Baguette,16/04/2022,18/09/2021,26/06/2021,2XL,393,393
394,Vinegar - Champagne,17/08/2021,21/06/2021,19/08/2021,S,394,394
395,Compound - Raspberry,24/08/2021,27/07/2021,20/07/2021,XS,395,395
396,Almonds Ground Blanched,17/06/2021,22/02/2022,23/06/2021,XL,396,396
397,"Lamb - Racks, Frenched",28/10/2021,11/01/2022,12/10/2021,XL,397,397
398,Icecream - Dibs,07/04/2022,12/09/2021,11/05/2021,2XL,398,398
399,Olives - Kalamata,30/10/2021,03/06/2021,16/04/2022,M,399,399
400,Bar Mix - Lemon,13/09/2021,24/11/2021,06/08/2021,XL,400,400
401,"Carrots - Purple, Organic",29/07/2021,03/05/2021,03/11/2021,XL,401,401
402,Lamb - Loin Chops,18/03/2022,21/06/2021,06/06/2021,3XL,402,402
403,"Pasta - Orzo, Dry",27/04/2021,08/04/2022,02/10/2021,2XL,403,403
404,Cheese - Perron Cheddar,12/04/2022,08/12/2021,11/06/2021,3XL,404,404
405,Broom - Push,05/10/2021,20/09/2021,16/04/2022,XS,405,405
406,Sesame Seed,16/03/2022,12/04/2022,03/10/2021,XL,406,406
407,Yams,27/02/2022,29/05/2021,24/01/2022,3XL,407,407
408,Cumin - Ground,01/07/2021,25/10/2021,20/09/2021,2XL,408,408
409,Cup - Translucent 7 Oz Clear,18/11/2021,20/10/2021,17/05/2021,XS,409,409
410,Pastry - Cherry Danish - Mini,20/10/2021,25/01/2022,15/03/2022,M,410,410
411,"Chocolate - Pistoles, Lactee, Milk",08/05/2021,02/06/2021,05/02/2022,M,411,411
412,"Soup - Beef, Base Mix",11/11/2021,12/02/2022,05/03/2022,XS,412,412
413,"Clams - Littleneck, Whole",31/12/2021,20/08/2021,13/03/2022,S,413,413
414,Sugar - Fine,09/10/2021,07/02/2022,24/03/2022,XS,414,414
415,Devonshire Cream,07/11/2021,10/02/2022,08/12/2021,3XL,415,415
416,Appetizer - Lobster Phyllo Roll,11/09/2021,05/01/2022,25/10/2021,XL,416,416
417,"Radish - Black, Winter, Organic",01/10/2021,20/05/2021,22/01/2022,XL,417,417
418,Cheese - Asiago,24/01/2022,20/04/2022,10/01/2022,S,418,418
419,"Pepper - Black, Ground",21/06/2021,12/08/2021,21/07/2021,M,419,419
420,Mince Meat - Filling,15/12/2021,04/06/2021,19/05/2021,XS,420,420
421,Lettuce - Sea / Sea Asparagus,03/08/2021,02/08/2021,01/10/2021,3XL,421,421
422,Wine - Savigny - Les - Beaune,02/02/2022,01/07/2021,16/02/2022,3XL,422,422
423,Sobe - Lizard Fuel,18/09/2021,05/07/2021,24/06/2021,3XL,423,423
424,Muskox - French Rack,16/08/2021,07/06/2021,23/06/2021,XS,424,424
425,Beer - Heinekin,11/06/2021,21/12/2021,27/04/2021,3XL,425,425
426,Bread Cranberry Foccacia,07/10/2021,17/04/2022,10/10/2021,S,426,426
427,Lotus Leaves,31/05/2021,28/02/2022,09/12/2021,XL,427,427
428,"Tomatoes - Cherry, Yellow",17/05/2021,15/06/2021,29/11/2021,XS,428,428
429,Eel Fresh,23/10/2021,01/05/2021,08/04/2022,XL,429,429
430,Potatoes - Fingerling 4 Oz,02/11/2021,19/01/2022,22/08/2021,L,430,430
431,"Lemonade - Strawberry, 591 Ml",29/08/2021,16/07/2021,19/04/2022,L,431,431
432,Cake - Cake Sheet Macaroon,17/06/2021,20/05/2021,01/05/2021,3XL,432,432
433,"Ranchero - Primerba, Paste",02/02/2022,23/06/2021,08/01/2022,3XL,433,433
434,Plastic Arrow Stir Stick,04/07/2021,04/09/2021,11/02/2022,3XL,434,434
435,Artichoke - Fresh,26/09/2021,16/05/2021,01/08/2021,3XL,435,435
436,Gooseberry,15/01/2022,28/05/2021,03/02/2022,2XL,436,436
437,Pate - Cognac,26/05/2021,08/05/2021,06/03/2022,3XL,437,437
438,Cookies - Englishbay Wht,14/07/2021,22/01/2022,02/05/2021,XS,438,438
439,Oil - Coconut,10/10/2021,02/10/2021,07/02/2022,XS,439,439
440,Nut - Pumpkin Seeds,19/11/2021,23/11/2021,18/12/2021,XL,440,440
441,Loquat,06/06/2021,23/06/2021,10/06/2021,XL,441,441
442,Wine - Periguita Fonseca,30/09/2021,28/09/2021,15/02/2022,S,442,442
443,Pepper - Scotch Bonnet,14/05/2021,28/07/2021,29/09/2021,2XL,443,443
444,Fenngreek Seed,01/07/2021,01/12/2021,29/08/2021,S,444,444
445,Tea - English Breakfast,24/06/2021,20/10/2021,12/11/2021,L,445,445
446,Rice - 7 Grain Blend,18/05/2021,24/04/2022,24/09/2021,XS,446,446
447,Beef - Ground Lean Fresh,29/12/2021,06/05/2021,01/08/2021,XS,447,447
448,Lettuce - Boston Bib - Organic,15/04/2022,25/10/2021,18/01/2022,3XL,448,448
449,Beer - Mill St Organic,28/09/2021,20/01/2022,27/12/2021,XL,449,449
450,Flavouring Vanilla Artificial,15/08/2021,09/06/2021,20/04/2022,3XL,450,450
451,"Cup - 6oz, Foam",24/12/2021,09/04/2022,02/08/2021,S,451,451
452,Sherry - Dry,25/10/2021,04/03/2022,16/02/2022,XS,452,452
453,Ginger - Pickled,07/10/2021,27/09/2021,13/07/2021,S,453,453
454,Dried Cherries,17/06/2021,22/03/2022,09/06/2021,S,454,454
455,"Mop Head - Cotton, 24 Oz",25/10/2021,27/08/2021,12/09/2021,S,455,455
456,Towel - Roll White,26/11/2021,14/02/2022,25/08/2021,S,456,456
457,Wine - Dubouef Macon - Villages,16/05/2021,24/04/2022,15/12/2021,M,457,457
458,Compound - Orange,03/07/2021,12/05/2021,12/06/2021,M,458,458
459,Water - Evian 355 Ml,04/12/2021,07/05/2021,25/11/2021,XS,459,459
460,"Asparagus - White, Canned",26/10/2021,22/02/2022,31/05/2021,3XL,460,460
461,Eggplant Oriental,29/04/2021,11/07/2021,21/01/2022,XL,461,461
462,Sambuca - Ramazzotti,24/06/2021,19/07/2021,02/02/2022,3XL,462,462
463,Sunflower Seed Raw,31/03/2022,23/02/2022,08/12/2021,M,463,463
464,Carbonated Water - Strawberry,19/07/2021,23/03/2022,26/07/2021,S,464,464
465,Cheese - Le Cheve Noir,20/08/2021,08/08/2021,03/05/2021,XS,465,465
466,Ezy Change Mophandle,03/02/2022,24/06/2021,28/08/2021,XS,466,466
467,Basil - Fresh,23/09/2021,08/11/2021,05/10/2021,S,467,467
468,Energy Drink - Franks Original,30/04/2021,12/02/2022,20/12/2021,2XL,468,468
469,Tuna - Sushi Grade,15/01/2022,27/12/2021,04/05/2021,S,469,469
470,Butter Sweet,26/07/2021,09/04/2022,21/12/2021,XS,470,470
471,Garlic,12/09/2021,17/01/2022,10/07/2021,M,471,471
472,Spice - Onion Powder Granulated,09/10/2021,12/10/2021,20/08/2021,M,472,472
473,Tumeric,10/11/2021,09/12/2021,19/01/2022,3XL,473,473
474,The Pop Shoppe - Black Cherry,13/02/2022,24/12/2021,20/09/2021,L,474,474
475,Beef - Cow Feet Split,19/06/2021,08/07/2021,30/03/2022,S,475,475
476,Flavouring Vanilla Artificial,22/10/2021,26/03/2022,24/10/2021,XL,476,476
477,Veal - Insides Provini,21/01/2022,29/06/2021,19/09/2021,M,477,477
478,Pasta - Agnolotti - Butternut,12/10/2021,27/04/2021,12/11/2021,S,478,478
479,"Stock - Beef, White",23/01/2022,11/09/2021,25/10/2021,3XL,479,479
480,Tomatoes - Hot House,24/08/2021,27/07/2021,15/10/2021,3XL,480,480
481,"Chicken - Diced, Cooked",03/05/2021,01/11/2021,22/10/2021,L,481,481
482,Creme De Banane - Marie,13/08/2021,23/11/2021,06/08/2021,L,482,482
483,Mcguinness - Blue Curacao,23/12/2021,02/08/2021,13/04/2022,3XL,483,483
484,Fond - Chocolate,18/03/2022,09/12/2021,06/05/2021,M,484,484
485,Foil Cont Round,03/02/2022,04/07/2021,21/09/2021,M,485,485
486,Cheese - Pont Couvert,28/09/2021,15/03/2022,22/09/2021,2XL,486,486
487,Gelatine Leaves - Bulk,18/01/2022,05/06/2021,08/04/2022,M,487,487
488,Tea - Black Currant,13/10/2021,22/12/2021,25/07/2021,XS,488,488
489,Bread - Sour Batard,03/12/2021,29/11/2021,02/09/2021,2XL,489,489
490,"Stock - Veal, White",23/08/2021,24/09/2021,27/11/2021,XS,490,490
491,Wine - Segura Viudas Aria Brut,04/08/2021,12/07/2021,24/12/2021,3XL,491,491
492,Longos - Grilled Veg Sandwiches,11/05/2021,28/07/2021,01/02/2022,3XL,492,492
493,Bread - Ciabatta Buns,25/11/2021,09/07/2021,16/08/2021,S,493,493
494,Pop - Club Soda Can,09/01/2022,30/03/2022,12/10/2021,2XL,494,494
495,Trueblue - Blueberry Cranberry,25/04/2021,20/10/2021,26/05/2021,M,495,495
496,Vinegar - Raspberry,02/05/2021,20/03/2022,31/10/2021,XS,496,496
497,Bok Choy - Baby,28/04/2021,03/02/2022,29/01/2022,M,497,497
498,Sobe - Orange Carrot,29/11/2021,31/12/2021,23/10/2021,3XL,498,498
499,"Tea - Darjeeling, Azzura",15/06/2021,07/07/2021,20/07/2021,2XL,499,499
500,Aspic - Amber,15/12/2021,25/05/2021,03/07/2021,3XL,500,500
501,Pastry - Carrot Muffin - Mini,09/10/2021,10/09/2021,10/10/2021,XS,501,501
502,Cheese - Parmesan Cubes,24/08/2021,04/01/2022,01/10/2021,S,502,502
503,Wine - Semi Dry Riesling Vineland,01/02/2022,25/03/2022,31/10/2021,XS,503,503
504,Smoked Tongue,28/05/2021,20/07/2021,03/03/2022,2XL,504,504
505,Dip - Tapenade,16/09/2021,19/02/2022,14/03/2022,XL,505,505
506,Chocolate - White,02/03/2022,20/06/2021,12/09/2021,XL,506,506
507,"Stock - Chicken, White",15/11/2021,31/03/2022,03/11/2021,2XL,507,507
508,Red Cod Fillets - 225g,29/07/2021,25/10/2021,23/10/2021,L,508,508
509,"Beef - Ground, Extra Lean, Fresh",31/01/2022,31/05/2021,23/04/2022,L,509,509
510,"Marjoram - Dried, Rubbed",17/04/2022,30/05/2021,24/04/2022,M,510,510
511,Fond - Chocolate,27/01/2022,30/05/2021,26/05/2021,S,511,511
512,Wine - Gewurztraminer Pierre,10/03/2022,11/05/2021,06/11/2021,3XL,512,512
513,Filling - Mince Meat,13/09/2021,25/09/2021,03/05/2021,2XL,513,513
514,"Bread - Roll, Calabrese",24/04/2022,31/08/2021,23/02/2022,3XL,514,514
515,Soup - Campbells Beef Stew,14/07/2021,24/07/2021,23/08/2021,L,515,515
516,Sprouts - Bean,19/11/2021,12/10/2021,24/01/2022,3XL,516,516
517,Relish,05/11/2021,25/02/2022,25/01/2022,XL,517,517
518,Beef - Eye Of Round,29/10/2021,11/04/2022,28/01/2022,2XL,518,518
519,Bread - French Baquette,21/11/2021,06/12/2021,06/02/2022,XL,519,519
520,Beer - Upper Canada Light,28/11/2021,01/08/2021,05/10/2021,XS,520,520
521,Sterno - Chafing Dish Fuel,22/11/2021,10/09/2021,15/09/2021,3XL,521,521
522,Cheese - Gorgonzola,03/08/2021,10/12/2021,17/11/2021,3XL,522,522
523,Mushroom - Crimini,28/12/2021,28/01/2022,09/09/2021,3XL,523,523
524,Bread - Rosemary Focaccia,22/05/2021,30/03/2022,12/11/2021,L,524,524
525,Oil - Olive,09/02/2022,27/10/2021,07/03/2022,XL,525,525
526,Crackers - Soda / Saltins,08/04/2022,26/11/2021,14/09/2021,XS,526,526
527,Sprouts - Pea,27/11/2021,09/01/2022,10/04/2022,L,527,527
528,Muffin Batt - Blueberry Passion,28/02/2022,16/04/2022,11/03/2022,2XL,528,528
529,Oranges,05/05/2021,09/01/2022,14/05/2021,S,529,529
530,Bread - Kimel Stick Poly,23/09/2021,29/01/2022,09/02/2022,L,530,530
531,"Bread - Pumpernickle, Rounds",04/02/2022,17/09/2021,13/02/2022,3XL,531,531
532,Rice - Wild,30/01/2022,03/08/2021,17/02/2022,XL,532,532
533,Table Cloth 62x120 White,13/04/2022,28/06/2021,13/03/2022,L,533,533
534,"Pasta - Detalini, White, Fresh",22/03/2022,05/11/2021,24/10/2021,XS,534,534
535,Sachet,23/01/2022,26/01/2022,17/04/2022,XS,535,535
536,Table Cloth 62x114 Colour,16/05/2021,01/12/2021,17/07/2021,S,536,536
537,Miso Paste White,08/02/2022,27/08/2021,31/08/2021,2XL,537,537
538,Liqueur - Melon,01/05/2021,11/04/2022,14/04/2022,3XL,538,538
539,"Beef - Tongue, Fresh",12/06/2021,03/07/2021,16/12/2021,S,539,539
540,"Beef - Ground, Extra Lean, Fresh",22/08/2021,28/08/2021,15/04/2022,M,540,540
541,Smirnoff Green Apple Twist,25/07/2021,23/01/2022,14/03/2022,M,541,541
542,Cheese - Camembert,04/06/2021,24/01/2022,08/08/2021,XS,542,542
543,Soup - Campbells,21/03/2022,07/11/2021,11/12/2021,2XL,543,543
544,Beer - Heinekin,29/10/2021,24/06/2021,07/04/2022,XS,544,544
545,"Mushroom - Chantrelle, Fresh",20/11/2021,18/06/2021,20/04/2022,XL,545,545
546,"Loaf Pan - 2 Lb, Foil",20/06/2021,14/06/2021,05/04/2022,XS,546,546
547,"Turkey - Breast, Smoked",28/06/2021,11/08/2021,16/04/2022,2XL,547,547
548,Ice Cream - Life Savers,03/08/2021,16/10/2021,22/03/2022,L,548,548
549,Juice - Propel Sport,11/10/2021,01/10/2021,29/04/2021,2XL,549,549
550,Cod - Black Whole Fillet,14/02/2022,03/02/2022,18/12/2021,XL,550,550
551,Foil Wrap,22/02/2022,06/02/2022,07/09/2021,L,551,551
552,Soup - Campbells Chili,14/11/2021,20/08/2021,23/02/2022,L,552,552
553,Nori Sea Weed,26/01/2022,27/06/2021,27/08/2021,L,553,553
554,Yeast Dry - Fleischman,07/07/2021,13/06/2021,12/07/2021,M,554,554
555,"Cake Circle, Paprus",01/08/2021,24/10/2021,29/09/2021,L,555,555
556,Lobster - Cooked,20/02/2022,29/05/2021,16/05/2021,M,556,556
557,Beef - Tenderloin Tails,27/05/2021,02/03/2022,28/07/2021,L,557,557
558,Energy Drink - Franks Pineapple,04/10/2021,10/04/2022,07/01/2022,2XL,558,558
559,Cookie Dough - Chunky,07/03/2022,01/04/2022,29/09/2021,M,559,559
560,Carbonated Water - White Grape,07/02/2022,21/05/2021,16/09/2021,3XL,560,560
561,Flax Seed,19/02/2022,26/08/2021,26/11/2021,XL,561,561
562,Water Chestnut - Canned,07/11/2021,15/11/2021,16/06/2021,S,562,562
563,Salami - Genova,16/05/2021,12/07/2021,26/10/2021,2XL,563,563
564,Herb Du Provence - Primerba,23/10/2021,15/10/2021,04/11/2021,2XL,564,564
565,Energy Drink Red Bull,31/12/2021,24/05/2021,19/10/2021,2XL,565,565
566,"Jam - Raspberry,jar",24/10/2021,18/12/2021,18/07/2021,S,566,566
567,Flour - Cake,12/02/2022,26/08/2021,14/08/2021,XL,567,567
568,Beets - Pickled,31/12/2021,27/09/2021,24/11/2021,XS,568,568
569,Eggplant - Regular,24/09/2021,18/05/2021,20/07/2021,S,569,569
570,Spinach - Baby,04/02/2022,12/01/2022,16/05/2021,M,570,570
571,Coffee - Dark Roast,11/04/2022,21/08/2021,18/08/2021,XS,571,571
572,Cheese - Fontina,24/08/2021,06/02/2022,30/11/2021,L,572,572
573,Beef - Tender Tips,18/02/2022,20/06/2021,24/11/2021,L,573,573
574,Spice - Paprika,06/08/2021,27/10/2021,27/07/2021,XL,574,574
575,Wine - Cotes Du Rhone Parallele,18/08/2021,08/12/2021,14/04/2022,2XL,575,575
576,Plate Foam Laminated 9in Blk,11/01/2022,15/02/2022,16/07/2021,S,576,576
577,Chinese Foods - Chicken,13/06/2021,24/09/2021,23/05/2021,L,577,577
578,Haggis,25/05/2021,25/02/2022,28/07/2021,XS,578,578
579,"Chocolate - Pistoles, Lactee, Milk",17/04/2022,19/02/2022,22/08/2021,2XL,579,579
580,Anchovy Paste - 56 G Tube,25/01/2022,27/03/2022,24/10/2021,XL,580,580
581,Coffee Guatemala Dark,28/08/2021,22/07/2021,23/08/2021,XS,581,581
582,Sage - Rubbed,14/03/2022,09/08/2021,17/10/2021,XS,582,582
583,Venison - Liver,28/02/2022,13/04/2022,24/01/2022,XS,583,583
584,Shiratamako - Rice Flour,04/09/2021,09/06/2021,17/12/2021,M,584,584
585,Green Tea Refresher,29/06/2021,19/07/2021,10/03/2022,3XL,585,585
586,Juice - Mango,27/07/2021,09/04/2022,01/09/2021,XL,586,586
587,Table Cloth 62x114 Colour,17/03/2022,11/01/2022,16/02/2022,S,587,587
588,"Tomatoes - Vine Ripe, Yellow",31/03/2022,21/03/2022,24/10/2021,L,588,588
589,Beef Ground Medium,23/01/2022,29/03/2022,14/06/2021,M,589,589
590,Vinegar - Sherry,10/03/2022,28/02/2022,20/02/2022,3XL,590,590
591,"Gingerale - Schweppes, 355 Ml",26/01/2022,25/11/2021,18/12/2021,XL,591,591
592,Shrimp - 150 - 250,03/02/2022,25/04/2021,20/10/2021,XS,592,592
593,"Sauce - Soya, Light",16/06/2021,04/01/2022,13/10/2021,2XL,593,593
594,Beer - Moosehead,22/01/2022,06/09/2021,01/08/2021,S,594,594
595,Oil - Coconut,18/10/2021,28/06/2021,12/01/2022,XS,595,595
596,"Lobster - Baby, Boiled",08/09/2021,24/12/2021,15/09/2021,3XL,596,596
597,"Roe - Lump Fish, Red",19/04/2022,03/01/2022,16/04/2022,XS,597,597
598,Buttons,26/04/2021,08/10/2021,16/08/2021,L,598,598
599,Container - Clear 32 Oz,13/03/2022,10/06/2021,09/06/2021,XL,599,599
600,Cheese - St. Paulin,29/12/2021,22/10/2021,24/07/2021,L,600,600
601,Syrup - Kahlua Chocolate,16/02/2022,01/02/2022,27/05/2021,3XL,601,601
602,Sardines,07/12/2021,03/03/2022,24/03/2022,S,602,602
603,Cheese - Pont Couvert,02/06/2021,26/01/2022,15/01/2022,3XL,603,603
604,Wine - Delicato Merlot,20/04/2022,29/05/2021,07/02/2022,XL,604,604
605,Cookie Trail Mix,18/10/2021,09/01/2022,19/09/2021,L,605,605
606,Flour - Pastry,20/02/2022,17/09/2021,21/06/2021,S,606,606
607,Glaze - Apricot,25/09/2021,28/05/2021,25/05/2021,XS,607,607
608,Plasticknivesblack,11/04/2022,23/10/2021,21/05/2021,XS,608,608
609,Ice Cream - Chocolate,10/03/2022,28/06/2021,03/06/2021,S,609,609
610,Spice - Paprika,03/10/2021,30/01/2022,13/09/2021,S,610,610
611,Fiddlehead - Frozen,18/07/2021,08/06/2021,10/01/2022,XS,611,611
612,Cups 10oz Trans,08/09/2021,17/03/2022,04/03/2022,S,612,612
613,Soup - Cream Of Broccoli,20/04/2022,16/12/2021,24/03/2022,XS,613,613
614,Icecream Cone - Areo Chocolate,12/12/2021,30/07/2021,14/01/2022,3XL,614,614
615,"Mushroom - Trumpet, Dry",16/12/2021,01/05/2021,02/07/2021,M,615,615
616,Wine - Masi Valpolocell,10/09/2021,09/06/2021,01/07/2021,3XL,616,616
617,"Beans - Kidney, Canned",15/02/2022,09/05/2021,08/09/2021,3XL,617,617
618,Table Cloth - 53x69 Colour,04/03/2022,12/12/2021,30/10/2021,XL,618,618
619,Sambuca - Opal Nera,06/09/2021,23/11/2021,01/07/2021,XS,619,619
620,Nut - Pumpkin Seeds,08/07/2021,11/08/2021,03/09/2021,XS,620,620
621,Kiwi Gold Zespri,29/03/2022,18/05/2021,17/11/2021,2XL,621,621
622,"Seedlings - Mix, Organic",27/09/2021,25/04/2021,26/01/2022,S,622,622
623,Crackers - Water,13/11/2021,30/09/2021,12/12/2021,XL,623,623
624,Anchovy Fillets,06/12/2021,27/03/2022,14/12/2021,M,624,624
625,Wine - Prem Select Charddonany,19/08/2021,15/12/2021,19/08/2021,3XL,625,625
626,Absolut Citron,10/04/2022,06/02/2022,28/03/2022,XS,626,626
627,Ecolab - Power Fusion,29/09/2021,13/12/2021,22/02/2022,2XL,627,627
628,Squid Ink,10/04/2022,20/09/2021,19/06/2021,M,628,628
629,Beef - Montreal Smoked Brisket,04/01/2022,29/04/2021,17/04/2022,XS,629,629
630,Sugar Thermometer,24/11/2021,23/01/2022,23/11/2021,2XL,630,630
631,Shichimi Togarashi Peppeers,18/07/2021,18/05/2021,09/01/2022,XL,631,631
632,"Soup - Beef, Base Mix",16/10/2021,19/06/2021,27/02/2022,3XL,632,632
633,Ostrich - Prime Cut,16/04/2022,09/06/2021,04/03/2022,XL,633,633
634,"Bread - White, Unsliced",01/11/2021,13/08/2021,13/08/2021,XL,634,634
635,"Pepsi - Diet, 355 Ml",18/02/2022,02/12/2021,19/05/2021,XS,635,635
636,Cheese - Victor Et Berthold,19/05/2021,02/03/2022,23/04/2022,2XL,636,636
637,"Crab - Dungeness, Whole",20/08/2021,18/07/2021,06/11/2021,L,637,637
638,Soup - Cream Of Potato / Leek,03/07/2021,11/10/2021,19/04/2022,XS,638,638
639,"Brownies - Two Bite, Chocolate",05/04/2022,16/09/2021,26/09/2021,2XL,639,639
640,Nescafe - Frothy French Vanilla,26/01/2022,05/02/2022,07/02/2022,L,640,640
641,Puree - Guava,03/05/2021,13/08/2021,18/02/2022,2XL,641,641
642,Sterno - Chafing Dish Fuel,12/02/2022,25/05/2021,30/12/2021,XS,642,642
643,"Beans - Long, Chinese",09/04/2022,30/10/2021,08/08/2021,XL,643,643
644,Trout Rainbow Whole,24/11/2021,15/11/2021,21/12/2021,XL,644,644
645,Tomato Puree,25/04/2021,12/07/2021,01/08/2021,M,645,645
646,Water - Aquafina Vitamin,01/08/2021,22/09/2021,28/08/2021,XS,646,646
647,Energy Drink - Franks Pineapple,21/01/2022,07/05/2021,18/10/2021,L,647,647
648,Alize Red Passion,04/03/2022,19/04/2022,20/06/2021,L,648,648
649,"Wine - White, Chardonnay",17/07/2021,31/08/2021,08/09/2021,2XL,649,649
650,Wine - Cabernet Sauvignon,06/11/2021,07/05/2021,27/01/2022,S,650,650
651,Jack Daniels,15/08/2021,29/12/2021,29/08/2021,S,651,651
652,Sole - Fillet,10/12/2021,21/04/2022,07/08/2021,3XL,652,652
